mnid,clean_cooking,clean_lighting,house_ownership,male_head,literate_head,age_head,share_sq,pol_term,div_index,pol_index,year,new_lu_name,_est_m1,yhat_ols,_est_m2,yhat_fe_div,_est_m3,yhat_fe_both
Bethanchowk Gaunpalika,.18702866,.9984917,.98190045,.77828056,.5957768,49.595776,.5519198080621806,.1590838028350845,.44808018,.84091622,2021,,1,.15517086,1,.17244034,1,.16274339
Roshi Gaunpalika,.050254967,.68845814,.95895088,.80403739,.45436671,48.264061,,,.5423938,.67273855,2011,Roshi,1,-.0092636552,1,.058231849,1,.075140871
Roshi Gaunpalika,.19486581,.9976663,.97899652,.7304551,.53908986,50.887981,.6334171076827033,.359384665323887,.3665829,.64061534,2021,,1,.12014413,1,.18688893,1,.1699799
Mahabharat Gaunpalika,.0089596808,.73333782,.98893332,.89942914,.45426086,45.920204,,,.42010093,.70902407,2011,Mahabharat,1,-.070122182,1,-.050444067,1,.017391751
Mahabharat Gaunpalika,.018707482,.99659866,.99659866,.85884356,.51020408,48.578232,.8946160920459079,.7959021041169763,.10538391,.2040979,2021,,1,.034609053,1,.078111231,1,.010275412
Khanikhola Gaunpalika,.050150137,.75734901,.97453946,.85876596,.47029904,45.13736,,,.38306168,.548805,2011,Khanikhola,1,-.054924428,1,-.025594123,1,.022301078
Khanikhola Gaunpalika,.062248997,.99397588,.98594379,.8493976,.61847389,47.206829,.8781069431420292,.7632547143148258,.12189306,.23674528,2021,,1,.076206662,1,.13799326,1,.090098053
Umakunda Gaunpalika,.0056179776,.77696943,.93617725,.71515036,.43539345,49.21468,,,.71666932,.69608295,2011,Umakunda,1,.061379708,1,-.032487769,1,-.040044609
Umakunda Gaunpalika,.080058224,.99417758,.95633185,.63755459,.56186318,51.187775,.4206175111564789,.1025093317730352,.57938248,.89749068,2021,,1,.21058223,1,.11816397,1,.12572081
Gokulganga Gaunpalika,.0079894178,.74042332,.9525407,.68070161,.4603906,49.454914,,,.7041778,.69563472,2011,Gokulganga,1,.035819922,1,-.0084616933,1,-.019995801
Gokulganga Gaunpalika,.10377359,.98921835,.97843665,.72506738,.58625335,51.318058,.435201581066309,.0613143884111196,.56479841,.9386856,2021,,1,.18045454,1,.1202247,1,.13175881
Likhu Tamakoshi Gaunpalika,.0094135804,.51221228,.9767164,.74308395,.50428879,51.916618,,,.77962929,.60327035,2011,Likhu Tamakoshi,1,.017037846,1,-.026912369,1,-.043872494
Likhu Tamakoshi Gaunpalika,.082914576,.99623114,.98743719,.57160807,.55527639,52.742462,.442821618050516,.1046135207579937,.55717838,.89538646,2021,,1,.14902754,1,.11924052,1,.13620065
Ramechhap Municipality,.01035379,.69765604,.96746814,.73012745,.43663976,51.618523,,,.72502583,.69388956,2011,Ramechhap,1,.006880864,1,-.030529795,1,-.021286132
Ramechhap Municipality,.11479029,.99227375,.96026492,.63465786,.53090507,51.385208,.5185589513616833,.2215372503269464,.48144105,.77846277,2021,,1,.1721563,1,.15567388,1,.14643021
Manthali  Municipality,.043428302,.66405791,.9487673,.67484647,.43604907,48.876148,,,.76608229,.61220706,2011,Manthali,1,.058290396,1,.038237218,1,.022371802
Manthali  Municipality,.25312239,.99583679,.9242298,.57785177,.56786013,50.245628,.3877215290425511,.0977295495104045,.61227846,.90227044,2021,,1,.26937357,1,.25831348,1,.27417889
Khandadevi Gaunpalika,.0065327408,.64016527,.98216128,.77051455,.42961335,51.168625,,,.65805948,.7171908,2011,Khadadevi,1,-.029922968,1,-.037051514,1,-.033783562
Khandadevi Gaunpalika,.091133006,.99384236,.97167486,.69088668,.49261084,51.735222,.4709682526215602,.1319768238463439,.52903175,.86802316,2021,,1,.16398723,1,.13471726,1,.13144931
Doramba Shailung Gaunpalika,.0020408162,.65889573,.96781784,.71631265,.2893782,49.218868,,,.69276261,.71414059,2011,Doramba,1,-.0096458402,1,-.043173697,1,-.019229479
Doramba Shailung Gaunpalika,.027096774,.99741936,.99612904,.68516129,.38193548,51.744514,.6666907751871776,.4215835588111077,.33330923,.57841647,2021,,1,.059349846,1,.07231129,1,.048367068
Sunapati Gaunpalika,.0015151516,.73741323,.98958564,.72138309,.32974043,51.136082,,,.69179118,.73841614,2011,Sunapati,1,-.04565258,1,-.060474794,1,-.055724014
Sunapati Gaunpalika,.061870504,.99136692,.98848921,.66618705,.46330935,52.260433,.5219448871791883,.1630715159699321,.47805512,.83692849,2021,,1,.11835816,1,.12386045,1,.11910967
Dudhouli Municipality,.035158977,.70589125,.9834668,.75139022,.40743104,44.135502,,,.80129832,.5550139,2011,Dudhouli,1,.043931108,1,.047183968,1,.044941682
Dudhouli Municipality,.26212937,.98719674,.97102427,.67385447,.55121297,46.318733,.2591033380591625,.2717348912265152,.74089664,.72826511,2021,,1,.26188055,1,.25010437,1,.25234666
Phikkal Gaunpalika,.0024154589,.44227952,.9885475,.85405993,.42039946,45.610569,,,.79605985,.57084048,2011,Phikkal,1,.031885728,1,-.062412493,1,-.082675055
Phikkal Gaunpalika,.074433655,.98381877,.98220062,.81877023,.59708738,48.223301,.3968543155570075,.1417004098475445,.60314566,.85829961,2021,,1,.20730183,1,.1392616,1,.15952417
Tinpatan Gaunpalika,.024534341,.54771912,.98665977,.83531523,.48776075,47.131157,,,.77805734,.57464558,2011,Tinpatan,1,.029593183,1,.0025774795,1,-.0086667622
Tinpatan Gaunpalika,.13413413,.991992,.98598599,.75175178,.55355358,48.966969,.4813541441968994,.2092562914767768,.51864588,.79074371,2021,,1,.16624925,1,.15609099,1,.16733523
Golanjor Gaunpalika,.030691547,.55834824,.95392084,.83448386,.43258497,49.729294,,,.80288291,.54040581,2011,Golanjor,1,.060863934,1,-.0073498841,1,-.023602387
Golanjor Gaunpalika,.16231087,.99037141,.94497937,.83218706,.59147179,49.275105,.3769367947855429,.1328069521478028,.62306321,.86719304,2021,,1,.25919396,1,.2003523,1,.2166048
Kamalamai Municipality,.025992678,.73134524,.98658723,.7202425,.46218425,46.729607,,,.81073546,.54471403,2011,Kamalamai,1,.034268476,1,.084407188,1,.074643739
Kamalamai Municipality,.53758687,.9898926,.86986732,.62981683,.67593175,45.671509,.3813438784945546,.1643314769025892,.6186561,.8356685,2021,,1,.38930041,1,.47917235,1,.4889358
Sunkoshi Gaunpalika,.054044113,.59628803,.96161956,.70645559,.46159545,47.257507,,,.80621415,.56848383,2011,Sunkoshi,1,.064795382,1,.051840961,1,.027732516
Sunkoshi Gaunpalika,.20649351,.99610388,.95584416,.7844156,.58181816,51.128571,.3729143801464829,.1244827538903337,.62708563,.87551725,2021,,1,.2320172,1,.20869666,1,.2328051
Ghyanglekha Gaunpalika,0,.44370234,.99067724,.77612805,.31796962,46.167953,,,.35158616,.51292223,2011,Ghanglekh,1,-.11522375,1,-.072410099,1,-.033119924
Ghyanglekha Gaunpalika,.088129498,.97841728,.96762592,.67805755,.49280575,48.433453,.8472909213823812,.7136739898123778,.15270908,.28632602,2021,,1,.08190167,1,.1605396,1,.12124942
Marin Gaunpalika,.042985409,.49887767,.96975935,.77333832,.38695598,43.256577,,,.62420523,.70114762,2011,Marin,1,.016252981,1,.05121785,1,.094487131
Marin Gaunpalika,.24563445,.98603028,.95459837,.69965076,.48661235,45.270081,.7756583353422002,.5966697050316725,.22434166,.4033303,2021,,1,.1377437,1,.23740201,1,.19413273
Hariharpurgaghi Gaunpalika,.008831311,.62685657,.98863715,.82683271,.42680764,42.934525,,,.42525014,.50033849,2011,Hariharpurgadhi,1,-.057541981,1,-.012588481,1,.012494482
Hariharpurgaghi Gaunpalika,.11306532,.9723618,.98366833,.77386934,.47738692,45.275127,.7679449601200758,.5925981956534088,.23205504,.4074018,2021,,1,.099827833,1,.13448511,1,.10940216
Indrasarowar Gaunpalika,.019821446,.87512136,.97281301,.73226368,.42741585,47.023342,,,.45027378,.66293079,2011,Indrasarowar,1,-.053567525,1,.028693305,1,.086268343
Indrasarowar Gaunpalika,.22402598,.99675328,.96266234,.75,.55194807,47.633118,.8457680916810659,.7026210578624159,.15423191,.29737893,2021,,1,.10386279,1,.21515413,1,.15757908
Thaha Municipality,.083483718,.88902825,.92903495,.7679618,.57407618,47.169945,,,.57451236,.68006396,2011,Thaha,1,.063104786,1,.17681997,1,.18843327
Thaha Municipality,.39056939,.99555159,.94039148,.76601422,.61120999,47.815838,.5846501382283975,.2489417449105531,.41534987,.75105828,2021,,1,.21610041,1,.29723313,1,.28561983
Kailash Gaunpalika,.0025510204,.45335859,.97775531,.9470858,.38202372,42.990482,,,.50899959,.76575494,2011,Kailash,1,-.021474693,1,-.022812016,1,.030717136
Kailash Gaunpalika,.10267229,.97046411,.98171592,.84388185,.48945147,48.450069,.8358954789495883,.6900347089685965,.16410452,.30996528,2021,,1,.069569007,1,.12803534,1,.074506178
Raksirang Gaunpalika,.0044612214,.43407467,.9817245,.9244293,.41977671,44.244099,,,.5808897,.82913107,2011,Raksirang,1,-.0093947118,1,-.024418321,1,.045669936
Raksirang Gaunpalika,.091968909,.95595855,.99740934,.84715027,.5220207,46.155441,.850288009038195,.7143471799790859,.149712,.28565282,2021,,1,.060606919,1,.12084845,1,.050760195
Manahari Gaunpalika,.092401214,.80148363,.94012797,.79124284,.51769507,43.616035,,,.72274065,.62898529,2011,Manahari,1,.10190071,1,.23821464,1,.23262201
Manahari Gaunpalika,.58249158,.98905724,.93771046,.6540404,.65656567,44.639732,.5144441980024226,.1897691256017424,.4855558,.81023085,2021,,1,.26004517,1,.43667814,1,.44227079
Hetauda Sub-Metropolitan City,.1856515,.84454823,.94012058,.70604634,.57340014,45.607391,,,.6280089,.62930292,2011,Hetauda,1,.069256097,1,.32677814,1,.32346934
Hetauda Sub-Metropolitan City,.81704068,.99315327,.83720046,.68391025,.75884366,45.972992,.3940686848131918,.1233234209939837,.60593134,.87667656,2021,,1,.44289723,1,.67591405,1,.67922282
Bhimphedi Gaunpalika,.057181649,.75095105,.9081924,.74565566,.4821313,46.662975,,,.55795819,.69005471,2011,Bhimphedi,1,.077596068,1,.085714743,1,.10825568
Bhimphedi Gaunpalika,.27249357,.98714656,.92930591,.65809768,.61696661,47.741646,.5985635757197088,.3578633049037308,.40143642,.64213669,2021,,1,.22583593,1,.24396047,1,.22141954
Makawanpurgadhi Gaunpalika,.032389421,.81511456,.93507111,.84095776,.53862643,46.262749,,,.39378506,.58013797,2011,Makawanpurgadhi,1,.0062013892,1,.084921226,1,.082148828
Makawanpurgadhi Gaunpalika,.27238336,.98612863,.95081967,.79571247,.61790669,47.762924,.5513872923188501,.197117829695344,.44861272,.80288219,2021,,1,.21281253,1,.21985155,1,.22262396
Bakaiya Gaunpalika,.01446316,.60928643,.97038054,.84245521,.35080034,43.108204,,,.3073346,.46273667,2011,Bakaiya,1,-.075689465,1,.0037508542,1,.020691998
Bakaiya Gaunpalika,.20411985,.98689139,.96722847,.74063671,.54307115,46.004681,.7567889672947103,.5553857801132835,.24321103,.44461423,2021,,1,.12998453,1,.21483216,1,.19789101
Bagmati Gaunpalika,.015013584,.68396604,.97822237,.86341655,.45401666,44.300323,,,.5835613,.75487363,2011,Bagmati,1,-.0011931681,1,.0343749,1,.094757371
Bagmati Gaunpalika,.20650955,.99102134,.97979796,.74859709,.52188551,46.478115,.8406488960413618,.7042385258973809,.15935111,.29576147,2021,,1,.083443969,1,.18714823,1,.12676576
Rapti Municipality,.18959078,.72376543,.64935309,.73851007,.5586369,44.18454,,,.66173905,.56452501,2011,Rapti,1,.49563253,1,.53129011,1,.5127694
Rapti Municipality,.64072275,.98193192,.93884641,.69284225,.67268938,46.135509,.3969087646132721,.1652570990845561,.60309124,.8347429,2021,,1,.28649548,1,.29902342,1,.31754416
Kalika Municipality,.19466862,.76325506,.91320837,.78300273,.57766831,42.349865,,,.62649864,.51872075,2011,Kalika,1,.1276868,1,.3809543,1,.36380991
Kalika Municipality,.71394986,.98040754,.93965518,.73040754,.72962385,45.197491,.3958031165324769,.1898591076605953,.60419691,.81014091,2021,,1,.29965311,1,.52766418,1,.54480857
Ichchha Kamana Gaunpalika,.1003861,.55271685,.87076032,.85464805,.49925682,45.037781,,,.66060758,.6526376,2011,Ichchhyakamana,1,.17375852,1,.15428004,1,.18726608
Ichchha Kamana Gaunpalika,.39150402,.96096438,.88978183,.7382319,.66590124,44.913891,.7268993944024658,.5194324767799117,.27310061,.48056751,2021,,1,.27014846,1,.33761007,1,.30462402
Bharatpur Metropolitan City,.4098413,.96297497,.88422394,.62760448,.68922675,46.221195,,,.81585503,.52077115,2011,Bharatpur,1,.21078387,1,.45433089,1,.44779065
Bharatpur Metropolitan City,.89553016,.99740124,.72998959,.64111227,.8266632,46.099792,.3320948176715319,.2078697567339987,.66790521,.79213023,2021,,1,.61868995,1,.8510406,1,.85758078
Ratnanagar Municipality,.53679359,.94796717,.88319439,.69857764,.6857233,44.445694,,,.72842693,.64719379,2011,Ratnanagar,1,.19912805,1,.60132033,1,.60738075
Ratnanagar Municipality,.86576426,.99774396,.84884375,.68020302,.77213764,46.870277,.3172722394483571,.2419842182425782,.68272775,.75801581,2021,,1,.44476759,1,.80123752,1,.7951771
Khairahani Municipality,.38446933,.96427286,.88141137,.68682408,.58215344,45.748672,,,.80005717,.56788874,2011,Khairahani,1,.20022863,1,.51146704,1,.50695187
Khairahani Municipality,.852,.99733335,.86333334,.68866664,.75133336,47.749332,.280923306436307,.2372447429224849,.71907669,.76275527,2021,,1,.4271169,1,.72500229,1,.72951746
Madi Municipality,.19965674,.67681181,.81334698,.61634463,.58966959,45.588501,,,.8044557,.54378867,2011,Madi,1,.29727823,1,.35356241,1,.35223582
Madi Municipality,.51652175,.97652173,.93478262,.62173915,.72695655,46.780869,.2395756168150882,.2849504101031926,.76042438,.71504956,2021,,1,.33808947,1,.36261606,1,.36394268
Chumanubri Gaunpalika,.0064935065,.83538556,.95299202,.76237243,.35119659,47.703449,,,.072680525,.13881139,2011,Chum Nubri,1,-.14489263,1,-.0082769291,1,.030857686
Chumanubri Gaunpalika,.089324616,.98474944,.95424837,.71895427,.3137255,47.07843,.9860075510520687,.9721742436522618,.013992449,.027825756,2021,,1,.046343345,1,.10409505,1,.064960435
Ajirkot Gaunpalika,.021730695,.64521015,.95774221,.61765754,.51826829,51.305267,,,.725411,.62977058,2011,Ajirkot,1,.030144328,1,.023344293,1,.019123752
Ajirkot Gaunpalika,.18153365,.98904538,.96400625,.64162755,.62910795,52.078247,.4426089021983444,.1700625162338838,.55739111,.82993746,2021,,1,.19783376,1,.17992005,1,.18414059
Barpak Sulikot Gaunpalika,.019010898,.5293383,.97259283,.59895927,.48897243,50.066425,,,.72067261,.67441678,2011,Barpak Sulikot,1,.01023709,1,.054318856,1,.064655468
Barpak Sulikot Gaunpalika,.21526197,.98974943,.97380412,.58428246,.52277905,52.53075,.5737591344117163,.3145183951128274,.42624086,.68548161,2021,,1,.12862049,1,.17995401,1,.1696174
Dharche Gaunpalika,.0029761905,.61067861,.97533864,.6054734,.25471506,48.942993,,,.24194384,.43785858,2011,Dharche,1,-.15334676,1,-.05928022,1,-.0094551761
Dharche Gaunpalika,.054711245,.99544072,.98176295,.56838906,.38905776,49.220364,.9108826070799978,.8247550407540984,.089117393,.17524496,2021,,1,.022508439,1,.11696766,1,.067142613
Aarughat Gaunpalika,.11671358,.61716342,.91549617,.62970942,.42989656,48.152355,,,.79013145,.56034315,2011,Aarughat,1,.11382315,1,.13212143,1,.11627845
Aarughat Gaunpalika,.27450982,.98846596,.93310267,.63898498,.52595156,50.809689,.4619736265949541,.2011590995825827,.53802639,.79884088,2021,,1,.22901253,1,.25910199,1,.27494496
Bhimsenthapa Gaunpalika,.071990095,.83689505,.95976847,.61909461,.52189857,48.949577,,,.71755099,.61442751,2011,Bhimsen Thapa,1,.038672261,1,.10206059,1,.087110236
Bhimsenthapa Gaunpalika,.23164557,.99620253,.97721517,.66075951,.57848102,53.140507,.3495794132121262,.1391054130799603,.65042061,.86089456,2021,,1,.19319196,1,.20157507,1,.21652544
Siranchowk Gaunpalika,.066706449,.80721986,.97441715,.71045852,.55372566,51.893013,,,.79235244,.58246583,2011,Siranchok,1,.029695855,1,.059988327,1,.045678221
Siranchowk Gaunpalika,.2309496,.98593199,.96365768,.68229777,.65298945,53.441971,.3493413811253134,.1383978537051007,.65065861,.86160213,2021,,1,.22139166,1,.23766772,1,.25197783
Palungtar Municipality,.11630099,.87925529,.94617945,.59050888,.56697094,48.572884,,,.86239576,.43839437,2011,Palungtar,1,.10586736,1,.19573759,1,.16132911
Palungtar Municipality,.43837881,.98842019,.94292802,.65260547,.68155503,50.133167,.3537192985515176,.1232855534763075,.64628071,.87671447,2021,,1,.2707217,1,.35894221,1,.39335069
Gorkha Municipality,.12318806,.92091304,.95982987,.61369258,.57971889,49.392071,,,.82623953,.53303403,2011,Gorkha,1,.074316546,1,.16573212,1,.1622206
Gorkha Municipality,.64586258,.99579245,.79453015,.55189341,.73141652,47.011921,.3244830138705197,.1758857211098075,.67551696,.82411426,2021,,1,.50928044,1,.60331851,1,.60683006
Shahid Lakhan Gaunpalika,.11277563,.93100905,.95573646,.68895704,.55395448,50.977196,,,.73212928,.63670063,2011,Sahid Lakhan,1,.043592326,1,.15306818,1,.15439829
Shahid Lakhan Gaunpalika,.35574839,.99566162,.95227766,.61930585,.62906724,52.29501,.4991947730978623,.2385436510667205,.5008052,.76145637,2021,,1,.19660781,1,.31545582,1,.31412572
Gandaki Gaunpalika,.083106376,.84958851,.97919947,.73018366,.54394257,47.949661,,,.76409161,.64123523,2011,Gandaki,1,.036136296,1,.13471864,1,.12464851
Gandaki Gaunpalika,.32727271,.9939394,.969697,.73575759,.6048485,52.473938,.4642062058528893,.1982887503691018,.53579378,.80171126,2021,,1,.18104249,1,.27566046,1,.28573057
Narpa Bhumi Gaunpalika,0,.98029715,.94315243,.6970284,.59528422,49.252262,,,.073069133,.13965741,2011,Narpa Bhumi,1,-.10848946,1,-.066842236,1,-.068874449
Narpa Bhumi Gaunpalika,.015151516,.95454544,.90909094,.54545456,.5,48.727272,.7318244611979026,.546536922454834,.26817554,.45346308,2021,,1,.19233565,1,.081993751,1,.084025964
Manang Ngisyang Gaunpalika,.0012722646,.97092265,.62615466,.70146787,.47285837,50.766537,,,.40906134,.57818991,2011,Manang Nshiang,1,.40818229,1,.15819067,1,.17646255
Manang Ngisyang Gaunpalika,.34020618,.99484539,.72680414,.66494846,.556701,50.690723,.5867035915871384,.3758416026830673,.4132964,.62415838,2021,,1,.49045867,1,.18328777,1,.16501589
Chame Gaunpalika,.017921148,.97491038,.44444445,.77777779,.66308242,45.469536,,,.81504828,.52851111,2011,Chame,1,.83580047,1,-.016301835,1,-.029065777
Chame Gaunpalika,.21935484,.95483869,.41935483,.64516127,.86451614,43.729031,.436483242668146,.1712478218832985,.56351674,.82875216,2021,,1,1.0457883,1,.25357783,1,.26634178
Nason Gaunpalika,.033581249,.96719629,.70781499,.81279016,.67431825,49.716259,,,.53044033,.65559167,2011,Nasho,1,.36341074,1,.1431215,1,.19844812
Nason Gaunpalika,.28488371,1,.79651165,.72674417,.74418604,51.279068,.8715660788548121,.7550829213578254,.12843393,.24491708,2021,,1,.33595449,1,.17534347,1,.12001684
Lo Ghekar Damodarkunda Gaunpalika,.010869834,.94936627,.91260642,.74331051,.39119282,48.549541,,,.11844371,.2187186,2011,Lo-Ghekar Damodarkunda,1,-.074936844,1,.25766397,1,.28206396
Lo Ghekar Damodarkunda Gaunpalika,.70238096,.95833331,.875,.60119045,.42857143,50.809525,.9077598561343621,.8235650777351111,.092240147,.17643492,2021,,1,.17142871,1,.45558685,1,.43118683
Gharpajhong Gaunpalika,.39220312,.98698461,.51512194,.80633634,.67667115,47.926704,,,.83399791,.49706155,2011,Gharapjhong,1,.73050398,1,.46540251,1,.45486319
Gharpajhong Gaunpalika,.85350317,.97133756,.43312103,.78343952,.81847131,45.07325,.3830121467385368,.1683612666092813,.61698782,.83163875,2021,,1,1.0318049,1,.78030378,1,.79084307
Varagung Muktichhetra Gaunpalika,.21993583,.97845304,.69789881,.76837754,.48581803,50.453369,,,.40454021,.57641768,2011,Waragun Muktikshetra,1,.3111909,1,.30861756,1,.33772814
Varagung Muktichhetra Gaunpalika,.65106386,.97446811,.63404256,.74468082,.56170213,49.18298,.6675957148254383,.433094977401197,.33240429,.56690502,2021,,1,.60992175,1,.56238216,1,.53327155
Lomanthang Gaunpalika,.015503876,.98016548,.95510888,.77799964,.30488634,48.989403,,,.20968874,.3937954,2011,Lomanthang,1,-.12229472,1,.0033822076,1,.034247722
Lomanthang Gaunpalika,.2596685,.97237569,.88397789,.74033147,.40883979,49.81768,.8315230343739586,.671673656324856,.16847697,.32832634,2021,,1,.18712386,1,.27179018,1,.24092466
Thasang Gaunpalika,.082203999,.93503261,.60292161,.69823915,.65677381,47.180294,,,.78631932,.59804922,2011,Thasang,1,.59156281,1,.2435976,1,.23014447
Thasang Gaunpalika,.45914397,.9766537,.66536963,.70817119,.71206224,48.178989,.4686568797669679,.1530439334455878,.5313431,.84695607,2021,,1,.64642584,1,.29775035,1,.31120351
Annapurna Gaunpalika,.045713544,.8322559,.87181348,.60697401,.70711595,49.860268,,,.25939363,.41103473,2011,Annapurna,1,.053539194,1,.085281707,1,.072779953
Annapurna Gaunpalika,.26059654,.97174257,.855573,.62794346,.72056514,52.943485,.513640780804522,.2598490123928059,.48635921,.74015099,2021,,1,.33792466,1,.22102839,1,.23353013
Raghuganga Gaunpalika,.023178367,.75701022,.89176345,.5362066,.57106316,48.038818,,,.47736111,.64392436,2011,Raghuganga,1,.076320581,1,.024736606,1,.025507864
Raghuganga Gaunpalika,.12409812,.98557001,.92207789,.60894662,.63924962,49.248196,.3465629705961533,.1246420847310219,.65343702,.87535793,2021,,1,.300051,1,.12253989,1,.12176862
Dhawalagiri Gaunpalika,.0012755103,.74084514,.89222717,.56082952,.49126145,48.150444,,,.60437036,.7917937,2011,Dhaulagiri,1,.10069799,1,-.0045652953,1,.0046745474
Dhawalagiri Gaunpalika,.081355929,.95762712,.95423728,.66440678,.65762711,49.681355,.3664609036341204,.1060615251772106,.63353908,.89393848,2021,,1,.25081715,1,.087196738,1,.077956893
Malika Gaunpalika,.036160085,.66071415,.90554851,.57704175,.55202627,46.057716,,,.57597899,.76485449,2011,Malika,1,.094212301,1,-.0029418266,1,.0038081398
Malika Gaunpalika,.16780354,.97953618,.87858117,.59345156,.6780355,47.039562,.466548543860057,.100910285487771,.53345144,.89908969,2021,,1,.34469616,1,.20690545,1,.20015548
Mangala Gaunpalika,.040725976,.72927576,.9326365,.57796657,.57055098,47.873482,,,.77106875,.61759269,2011,Mangala,1,.10329359,1,-.0031011223,1,-.012814347
Mangala Gaunpalika,.18712574,.99251497,.91467065,.59880239,.7754491,48.318863,.3469676575102483,.1189816749538295,.65303236,.88101834,2021,,1,.33361182,1,.23095284,1,.24066606
Beni Municipality,.15328683,.92697853,.85028362,.54371667,.67373657,45.275711,,,.72660971,.64464808,2011,Beni,1,.23425213,1,.12428132,1,.12468314
Beni Municipality,.46265939,.99089253,.70582879,.56284153,.78233153,45.709473,.3464226671061965,.1378495849203318,.65357733,.86215043,2021,,1,.64261591,1,.49166492,1,.49126309
Madi Gaunpalika,.031013431,.87033457,.90614498,.62854624,.50875139,51.401573,,,.72644818,.62042946,2011,Madi,1,.10170148,1,.018720329,1,.0001308333
Madi Gaunpalika,.12554744,.98978102,.93430656,.69343066,.64963502,55.637955,.3490609285872779,.1125206439755857,.65093905,.88747936,2021,,1,.25056034,1,.13784054,1,.15643004
Machhapuchchhre Gaunpalika,.13956006,.95423818,.90581638,.61956847,.58826476,48.067696,,,.7758587,.60245836,2011,Machhapuchchhre,1,.14499876,1,.20956035,1,.19506443
Machhapuchchhre Gaunpalika,.47119817,.98847926,.88824886,.63248849,.71543777,50.31567,.3334100696649784,.1235821032896638,.66658992,.87641788,2021,,1,.35650527,1,.40119788,1,.41569379
Annapurna Gaunpalika,.09022443,.93085492,.83517504,.55718589,.56484985,46.812073,,,.75539219,.61708128,2011,Annapurna,1,.24083462,1,.14118817,1,.12363244
Annapurna Gaunpalika,.2895349,.99418604,.87441862,.67209303,.69999999,50.595348,.3349252495742974,.1175516140647233,.66507477,.88244838,2021,,1,.37311509,1,.23857115,1,.25612688
Pokhara Metropolitan City,.22163704,.9596234,.89519316,.58807898,.67580634,48.32074,,,.75495785,.62450075,2011,Pokhara Lekhnath,1,.16358648,1,.2340766,1,.24471222
Pokhara Metropolitan City,.91258818,.99529815,.57469547,.57726008,.85723448,44.742893,.3516564015297776,.1428958423857694,.64834362,.85710418,2021,,1,.84196007,1,.90014863,1,.88951302
Rupa Gaunpalika,.064392172,.88849252,.94081438,.55763125,.66974914,49.990643,,,.80660242,.55621392,2011,Rupa,1,.10279106,1,.094716147,1,.0797268
Rupa Gaunpalika,.26086956,.99844718,.95031059,.64130437,.78105593,52.864906,.3135297573455347,.1820081760233734,.68647027,.81799185,2021,,1,.269548,1,.23054558,1,.24553494
Dordi Gaunpalika,.07836739,.58946377,.93908733,.66466349,.46789014,50.379078,,,.63723606,.65440834,2011,Dordi,1,.031395786,1,.08885356,1,.095079951
Dordi Gaunpalika,.26344827,1,.96827585,.61379308,.66068965,52.380692,.5552266420158389,.2846794323413633,.44477335,.71532059,2021,,1,.16192991,1,.25296211,1,.24673571
Marshyangdi Gaunpalika,.10779196,.86694717,.92737693,.62177742,.48541957,50.026505,,,.55252135,.65218788,2011,Marsyangdi,1,.027161706,1,.10141511,1,.10024924
Marshyangdi Gaunpalika,.25686812,.99450547,.93406594,.67307693,.63324177,52.531593,.4559927470982075,.176120538264513,.54400724,.82387948,2021,,1,.2352643,1,.26324499,1,.26441085
Kwhola Sothar Gaunpalika,.01197279,.80472654,.93044221,.61458743,.52511817,51.686371,,,.55095428,.66144001,2011,Kwholasothar,1,.018338794,1,-.014340077,1,-.0013757588
Kwhola Sothar Gaunpalika,.09791667,.99583334,.91666669,.5,.50416666,53.212502,.6174120734369524,.2968202263582498,.38258794,.70317978,2021,,1,.18815807,1,.12422954,1,.11126522
Madhya Nepal Municipality,.17150475,.75708246,.90457463,.57761681,.64865804,49.207138,,,.80352014,.54642814,2011,MadhyaNepal,1,.15511797,1,.22331372,1,.20728181
Madhya Nepal Municipality,.45833334,.99324322,.88738739,.52477479,.7240991,49.825451,.3333413912733647,.1356700117466971,.66665858,.86432999,2021,,1,.35845649,1,.40652436,1,.42255628
Bensishahar Municipality,.28813559,.93150258,.85095781,.58261728,.63785845,47.903652,,,.68489569,.58351648,2011,Besishahar,1,.20331189,1,.29224065,1,.28911474
Bensishahar Municipality,.65314567,.99337751,.72847682,.52317882,.75331128,46.687084,.3537173978556893,.1319537020754069,.64628261,.86804628,2021,,1,.5981245,1,.64904064,1,.65216649
Sundarbazar Municipality,.36545739,.93073708,.89984119,.58443677,.68567473,48.383339,,,.74261349,.58670783,2011,Sundarbazar,1,.15443984,1,.38395447,1,.37274325
Sundarbazar Municipality,.67570281,.99096388,.81024098,.54718876,.7429719,49.161648,.3721140624074906,.120179137098603,.62788594,.87982088,2021,,1,.46324015,1,.6572057,1,.66841698
Rainas Municipality,.26837406,.68403274,.96563077,.57605565,.58358622,48.173813,,,.76842856,.56386942,2011,Rainas,1,.056059647,1,.3736715,1,.34955814
Rainas Municipality,.60522878,.99084967,.96078432,.61960787,.63921571,53.111111,.3354058748740272,.1306298889685422,.66459411,.8693701,2021,,1,.2274915,1,.49993134,1,.52404469
Dudhapokhari Gaunpalika,.019076923,.76010621,.96541655,.68630099,.46551731,52.154278,,,.52931011,.70948666,2011,Dudhpokhari,1,-.045589618,1,-.022728981,1,.0045420351
