mnid,clean_cooking,clean_lighting,house_ownership,male_head,literate_head,age_head,share_sq,pol_term,div_index,pol_index,year,new_lu_name,_est_m1,yhat_ols,_est_m2,yhat_fe_div,_est_m3,yhat_fe_both
Mithila Municipality,.04071961,.8390013,.96646947,.89205462,.51327801,46.601105,,,.83498174,.47651756,2011,Mithila,1,.082113616,1,.087128229,1,.077866614
Mithila Municipality,.32882503,.99661875,.95435333,.69822484,.58410817,46.153,.3517107646937347,.2606414846377447,.64828926,.73935854,2021,,1,.26543996,1,.2824164,1,.29167801
Bateshwor Gaunpalika,.0092374543,.85473931,.97931957,.91548574,.38485277,45.628559,,,.7950449,.42843026,2011,Bateshwor,1,.041526195,1,.010797812,1,-.0050446116
Bateshwor Gaunpalika,.25981057,.9945873,.95263869,.66305816,.51962113,45.860622,.4339443256965296,.2821942841401324,.56605566,.71780574,2021,,1,.23663579,1,.25825021,1,.27409264
Chhireshwornath Municipality,.053885054,.80470145,.96746874,.8839736,.36202961,45.617237,,,.84907579,.41067064,2011,Chhireshwornath,1,.069478408,1,.12533104,1,.11089522
Chhireshwornath Municipality,.39679864,.99410278,.95282227,.71103621,.4296546,44.026958,.3873022650329858,.2662943428731523,.61269772,.73370564,2021,,1,.24892634,1,.32535267,1,.33978847
Laxminiya Gaunpalika,.028872905,.85385072,.97144568,.7801252,.2897886,45.876766,,,.80716085,.50298733,2011,Lakshminiya,1,.037850618,1,.14018333,1,.12481374
Laxminiya Gaunpalika,.40841866,.98748577,.99089873,.69510806,.40728101,45.894199,.4900087427142559,.2221455357357627,.50999123,.77785444,2021,,1,.15252754,1,.29710823,1,.31247783
Mithila Bihari Municipality,.0086194361,.73986185,.98388863,.78167015,.2527293,46.133884,,,.8018356,.51779163,2011,Mithila Bihari,1,.012427146,1,.054220323,1,.045273799
Mithila Bihari Municipality,.29051986,.99694192,.99796128,.67584097,.4199796,45.850151,.3890276768378982,.2356607727706432,.61097234,.76433921,2021,,1,.17233543,1,.24491897,1,.25386551
Hansapur Municipality,.0041991817,.69707251,.99274057,.72993511,.27184337,46.858421,,,.87158793,.39897111,2011,Hansapur,1,.016584175,1,.0050853719,1,-.01986206
Hansapur Municipality,.22565544,.99625468,.98689139,.65262175,.43820226,45.408241,.4104705844986398,.2057892025623005,.5895294,.79421079,2021,,1,.18614602,1,.22476925,1,.24971668
Sabaila Municipality,.022816831,.5474602,.9835338,.72693968,.27569026,45.735352,,,.83844846,.45807984,2011,Sabaila,1,.026913179,1,.10001141,1,.083009966
Sabaila Municipality,.34792808,.99765444,.99374509,.66614544,.40422204,46.011726,.4378782144846127,.2515855113742873,.56212181,.74841452,2021,,1,.16124642,1,.27073351,1,.28773493
Shahidnagar Municipality,.012543269,.7032606,.98982084,.75343531,.26255944,47.392662,,,.77734274,.50788295,2011,Sahidnagar,1,-.0093059428,1,.0095562683,1,.00031616996
Shahidnagar Municipality,.2338843,.99421489,.97190082,.66198349,.39669421,45.157852,.5283497124332825,.218203513417393,.4716503,.78179651,2021,,1,.17022432,1,.2368713,1,.24611141
Kamala Municipality,.0040480164,.44470426,.99359453,.76187098,.23998065,46.314312,,,.80602658,.51939023,2011,Kamala,1,-.003385477,1,-.033583581,1,-.043067854
Kamala Municipality,.1387337,.99348229,.98510242,.65828675,.37430167,45.376163,.4443664270127101,.2221584142534994,.55563354,.77784157,2021,,1,.17086759,1,.1763653,1,.18584956
Janak Nandini Gaunpalika,.0029790027,.54195082,.99622363,.76512671,.25319943,45.706848,,,.79580468,.51580185,2011,Janaknandani,1,-.004718136,1,.02620716,1,.016051166
Janak Nandini Gaunpalika,.23661271,.9912827,.99875468,.61394769,.3561644,44.582813,.4393151481751829,.2136940684868023,.56068486,.7863059,2021,,1,.15368196,1,.21338455,1,.22354054
Bideha Municipality,.011326646,.58259207,.99847096,.77571541,.29810551,45.388489,,,.87504119,.39469948,2011,Bideha,1,.022514263,1,.022383928,1,-.0026447675
Bideha Municipality,.22990844,.9979654,.99287891,.59918618,.39369279,44.620548,.3685754628895666,.2138329143635929,.63142455,.78616709,2021,,1,.18626617,1,.21885115,1,.24387985
Aurahi Gaunpalika,.015249001,.64684707,1,.80461115,.28573889,45.473854,,,.88460892,.37350565,2011,Aaurahi,1,.021755291,1,.088982806,1,.060691599
Aurahi Gaunpalika,.35685751,.99334222,.99067909,.60186416,.37949401,46.691078,.5228954984390839,.2901189293479547,.47710451,.70988107,2021,,1,.13268451,1,.2831237,1,.3114149
Janakpurdham Sub-Metropolitan City,.045937479,.8106913,.98406237,.81345034,.32173717,45.166786,,,.85326248,.4303354,2011,Janakpur,1,.042241111,1,.14169598,1,.12628897
Janakpurdham Sub-Metropolitan City,.72615129,.99506581,.84169406,.71504933,.67023027,44.540295,.4656545256622167,.2769336100900546,.53434545,.72306639,2021,,1,.41334963,1,.63039279,1,.64579982
Dhanauji Gaunpalika,.012807482,.84378266,.99000001,.83976877,.29980779,46.826424,,,.87922508,.39368972,2011,Dhanauji,1,.029777123,1,.037049465,1,.01457107
Dhanauji Gaunpalika,.24686192,.99023712,.99581587,.60251045,.38493723,45.528591,.3456218327096394,.2250677880947478,.65437818,.77493221,2021,,1,.18245634,1,.22261994,1,.24509834
Nagarain Municipality,.020267013,.72938854,.99224311,.81446713,.33599821,47.100571,,,.87195337,.41325969,2011,Nagarain,1,.027188057,1,.05254963,1,.029788082
Nagarain Municipality,.30538923,.98303396,.95608783,.67564869,.40419161,46.69062,.4117085513884149,.2227957191644236,.58829147,.77720428,2021,,1,.21821642,1,.2731066,1,.29586816
Mukhiyapatti Musaharmiya Gaunpalika,.011307833,.74948692,.99744898,.89320207,.26363638,47.339363,,,.73409855,.57412422,2011,Mukhiyapatti Musarmiya,1,-.027661856,1,.032655835,1,.045263264
Mukhiyapatti Musaharmiya Gaunpalika,.23514852,.99381191,.99257427,.75123763,.34034654,46.878712,.644668137483265,.3993611309269909,.35533187,.60063887,2021,,1,.093865834,1,.21380052,1,.20119309
Bardibas Municipality,.071293265,.77387905,.9599638,.80929291,.47964153,46.050076,,,.82215536,.47615644,2011,Bardibas,1,.083765864,1,.14367968,1,.14191602
Bardibas Municipality,.46614069,.99342537,.9112426,.73833007,.59368837,45.896778,.2449184925990266,.2953637805767357,.75508153,.70463622,2021,,1,.36013889,1,.39375427,1,.39551795
Gaushala Municipality,.020795658,.55702698,.96691138,.86538178,.31898856,45.9403,,,.88275689,.373243,2011,Gaushala,1,.071584336,1,.052794926,1,.030124959
Gaushala Municipality,.25679544,.99499285,.9692418,.77539343,.42203146,46.603718,.3850791879564071,.2911319040285889,.61492079,.70886809,2021,,1,.21297345,1,.22479618,1,.24746613
Sonama Gaunpalika,.0017361111,.49630192,.99346894,.8660078,.25025186,47.627464,,,.75103545,.55724931,2011,Sonama,1,-.02149301,1,-.046012416,1,-.041834895
Sonama Gaunpalika,.10010214,.98672116,.98365676,.83452505,.36874363,47.163433,.5805121359291725,.328500083880499,.41948786,.67149991,2021,,1,.12917326,1,.14785066,1,.14367315
Aurahi Municipality,.0074947774,.57715875,.99031472,.83234239,.26152506,45.856541,,,.84202015,.44762009,2011,Aurahi,1,.018872995,1,.017994145,1,-.0034406427
Aurahi Municipality,.21558164,.98505872,.97545356,.78975451,.35005337,45.798294,.4643545061444456,.2141981152817607,.53564548,.78580189,2021,,1,.17711431,1,.20508227,1,.22651707
Bhangaha Municipality,.015736016,.64185911,.99632889,.71544099,.28891113,44.938797,,,.85703123,.42464444,2011,Bhangaha,1,.019953443,1,.0065894853,1,-.0078855613
Bhangaha Municipality,.2025,.98250002,.96666664,.70666665,.37833333,44.819168,.2660434738285744,.2482819077558815,.73395652,.7517181,2021,,1,.25203347,1,.21164653,1,.22612157
Loharpatti Municipality,.028534582,.76751286,.99162698,.75050664,.25058168,46.950356,,,.81415033,.50171864,2011,Loharpatti,1,-.00075899874,1,.074328937,1,.062781259
Loharpatti Municipality,.31826568,.98985237,.9778598,.62915128,.32841328,45.200184,.398475211726236,.1897818529978395,.60152477,.81021816,2021,,1,.18790518,1,.27247131,1,.28401899
Balawa Municipality,.010065493,.65282756,.99335349,.77605349,.25130409,48.297512,,,.85153693,.42716339,2011,Balwa,1,.00069176918,1,.043044921,1,.023984583
Balawa Municipality,.27379873,.99546689,.98277426,.71078879,.35630101,46.862194,.3645842357200308,.2066842261701822,.63541579,.79331577,2021,,1,.18744741,1,.24081931,1,.25987965
Ram Gopalpur Municipality,.0098222494,.54939133,.98719478,.76694798,.25261572,47.86797,,,.84409815,.46333355,2011,Ramgopalpur,1,.0095772501,1,.028858218,1,.020099582
Ram Gopalpur Municipality,.21262458,.98671097,.97785163,.81616831,.31672204,46.457363,.2923781219918453,.2329726157622645,.70762187,.76702738,2021,,1,.21468662,1,.19358861,1,.20234725
Samsi Gaunpalika,.0034772616,.45817843,.99509495,.8104918,.24955834,47.388348,,,.65114254,.61591172,2011,Samsi,1,-.052258756,1,-.010977213,1,-.010500313
Samsi Gaunpalika,.14782609,.98804349,.9978261,.73152173,.3326087,45.653259,.3651190029731879,.1351590582635254,.63488102,.86484092,2021,,1,.17018813,1,.16228056,1,.16180366
Manara Shisawa Municipality,.018843902,.62928075,.99449164,.82558906,.35416421,47.93589,,,.88362926,.37557071,2011,Manra Siswa,1,.025444454,1,.061230276,1,.037600625
Manara Shisawa Municipality,.25809273,.97550309,.98862642,.72003502,.37707788,47.497814,.4424604360586954,.262407862697728,.55753958,.73759216,2021,,1,.15686077,1,.21570636,1,.23933601
Ekadara Gaunpalika,.031736806,.67419136,.99116158,.83008498,.29222974,47.512192,,,.84358048,.45728406,2011,Ekdanra,1,.013012567,1,.0045188931,1,-.0085746022
Ekadara Gaunpalika,.14352942,.97058821,.99058825,.73411763,.34823528,45.977646,.3538281288474536,.221049259766005,.64617187,.77895075,2021,,1,.18395376,1,.17074732,1,.18384083
Mahottari Gaunpalika,.020299327,.65953946,.98498172,.81380397,.31657621,47.319748,,,.91186631,.30857664,2011,Mahottari,1,.044789329,1,.063588932,1,.024628621
Mahottari Gaunpalika,.25903615,.98554218,.99397588,.72530121,.386747,47.036144,.4050362282048354,.2026396342553198,.59496379,.79736036,2021,,1,.16385297,1,.21574655,1,.25470686
Pipara Gaunpalika,.035526603,.734604,.99804878,.80975443,.37373224,47.442825,,,.87638634,.39821464,2011,Pipra,1,.023300648,1,.15372759,1,.13266502
Pipara Gaunpalika,.44217688,.98931003,.99125367,.72789115,.42371234,45.914478,.3950040810243536,.2260609825607389,.60499591,.77393901,2021,,1,.18179366,1,.32397589,1,.34503847
Matihani Municipality,.039978482,.71798742,.98810232,.74902052,.28024819,45.995602,,,.85555768,.44066179,2011,Matihani,1,.025100123,1,.072825015,1,.051035956
Matihani Municipality,.25137213,.98133922,.99341381,.69703621,.34248078,46.65752,.3074405815241334,.2012724094092846,.69255942,.79872757,2021,,1,.18736736,1,.21852559,1,.24031466
Jaleshwor Municipality,.046358913,.73359191,.99801588,.81851971,.41577825,47.124577,,,.85545343,.45339003,2011,Jaleswor,1,.025159452,1,.116276,1,.099625923
Jaleshwor Municipality,.41322958,.98599219,.96031129,.69416344,.4996109,46.94397,.3940736925326291,.2332952503347769,.60592633,.76670474,2021,,1,.22922876,1,.3433125,1,.35996258
Lalbandi Municipality,.11640047,.8370319,.9390474,.77204019,.48356628,44.5047,,,.73706436,.47574222,2011,Lalbandi,1,.097352892,1,.24397457,1,.24084558
Lalbandi Municipality,.54014087,.99225354,.94577467,.71267605,.61408448,46.69014,.2378810195823462,.324193365406245,.762119,.67580664,2021,,1,.31101641,1,.41256675,1,.41569576
Hariwan Municipality,.11679234,.82742798,.96061885,.76090384,.41787565,44.723831,,,.85861331,.44568643,2011,Hariwan,1,.090684742,1,.29349032,1,.27954629
Hariwan Municipality,.64586848,.98988193,.95362562,.72006744,.53625631,47.768127,.2415567634325271,.3043170485179871,.75844324,.69568294,2021,,1,.28265259,1,.46917051,1,.48311454
Bagmati Municipality,.11415867,.55738008,.96984482,.80672807,.43990922,45.348122,,,.86599565,.4122864,2011,Bagmati,1,.080607958,1,.21702221,1,.19752707
Bagmati Municipality,.47895622,.95875418,.98148149,.73737371,.54208755,45.487373,.3015354865456175,.2447673185961321,.69846451,.75523269,2021,,1,.24045746,1,.37609267,1,.39558783
Barahathawa Municipality,.046721119,.35320711,.98621565,.90737599,.37851518,44.579918,,,.85141015,.39185965,2011,Barahathawa,1,.052361745,1,.085173227,1,.064676352
Barahathawa Municipality,.2857143,.99306518,.98404992,.82316226,.4479889,45.31831,.4792277291943989,.3042207946709823,.52077228,.6957792,2021,,1,.17766868,1,.24726219,1,.26775905
Haripur Municipality,.02199134,.53584027,.9828006,.85251141,.35920346,44.248798,,,.8597756,.4259651,2011,Haripur,1,.057144806,1,.046518814,1,.042768221
Haripur Municipality,.23763336,.98351115,.98351115,.72938895,.44131911,45.558681,.2062097390280542,.3689239454688504,.79379028,.63107604,2021,,1,.25015852,1,.21310589,1,.21685648
Ishworpur Municipality,.032876551,.76026314,.97823191,.84907335,.36716968,46.416817,,,.87607926,.38500285,2011,Ishworpur,1,.057121232,1,.057616979,1,.048827648
Ishworpur Municipality,.24591382,.99479944,.98291236,.77340269,.4576523,46.751114,.2424939029865243,.3561442075297236,.75750607,.64385581,2021,,1,.23769321,1,.22117339,1,.22996272
Haripurwa Municipality,.0044186478,.27550328,.99524015,.96565771,.26967329,45.638088,,,.83162165,.48335671,2011,Haripurwa,1,.015238496,1,-.033427633,1,-.042037223
Haripurwa Municipality,.11122882,.99258476,.99788135,.76694918,.35169491,44.600636,.5024798030780175,.2858762207906693,.49752021,.71412379,2021,,1,.14096384,1,.14907511,1,.15768468
Parsa Gaunpalika,.0053333333,.6469382,.9982993,.93828809,.33376873,46.527538,,,.8362869,.48627821,2011,Parsa,1,.01514499,1,.0019088836,1,-.0067538195
Parsa Gaunpalika,.17403315,.98342544,.98895025,.8038674,.38121548,45.696133,.4457839140987403,.266161794657819,.55421609,.7338382,2021,,1,.16848542,1,.1774576,1,.1861203
Brahmapuri Gaunpalika,.035563994,.43029767,.99074072,.92898357,.31978619,46.659912,,,.81467241,.48555675,2011,Bramhapuri,1,.016836084,1,-.0047422759,1,-.014678803
Brahmapuri Gaunpalika,.11750881,.97297299,.99529964,.74148059,.35840189,44.978848,.4285931196104684,.2320501068606973,.5714069,.76794988,2021,,1,.16342609,1,.15781508,1,.16775161
Chandranagar Gaunpalika,.0051728217,.41869953,.99615294,.93418658,.3131198,45.592937,,,.8594954,.41650531,2011,Chandranagar,1,.026969692,1,-.024122015,1,-.042226125
Chandranagar Gaunpalika,.13721186,.98792535,.97365534,.85839736,.36772779,44.672886,.4045061043393616,.2424980255309492,.59549391,.75750196,2021,,1,.2071131,1,.16650669,1,.1846108
Kabilashi Municipality,.014716294,.35897717,.99615169,.92847401,.28534973,45.892017,,,.82666278,.4407019,2011,Kabilasi,1,.012172166,1,.011620107,1,-.0039749965
Kabilashi Municipality,.19075713,.98721731,.98525071,.81612587,.35889873,45.956734,.5531781723026938,.295345134974923,.44682184,.70465487,2021,,1,.13942823,1,.19385332,1,.20944841
Chakraghatta Gaunpalika,.0027586208,.2805593,.99580252,.94721425,.35006127,46.309578,,,.77982265,.51016259,2011,Chakraghatta,1,.0064678886,1,.0075073713,1,-.00042512751
Chakraghatta Gaunpalika,.16408269,.98062015,.99870801,.86692506,.40310079,46.103359,.5006645198827755,.262129035545513,.49933547,.73787099,2021,,1,.1418526,1,.15933394,1,.16726644
Basbariya Gaunpalika,0,.081056401,.99520469,.9396733,.25121561,47.520111,,,.78669977,.53409487,2011,Basbariya,1,-.011025581,1,-.065387353,1,-.047664165
Basbariya Gaunpalika,.081967212,.98770493,.97540987,.88114756,.35655737,45.255463,.7061344469826452,.4674951452761889,.29386556,.53250486,2021,,1,.11580892,1,.14735456,1,.12963139
Dhanakaul Gaunpalika,.0040816325,.17969139,.99353814,.92924547,.27296862,45.032654,,,.83225536,.48183298,2011,Dhankaul,1,.020546949,1,-.03527863,1,-.044468936
Dhanakaul Gaunpalika,.10154241,.9678663,.97943443,.91773778,.35475579,45.550129,.6330000540403375,.3359137230436318,.36699995,.66408628,2021,,1,.12988505,1,.14090267,1,.15009299
Ramnagar Gaunpalika,.0057951147,.12475993,.99495661,.96839368,.27745858,46.411625,,,.88215262,.38190374,2011,Ramnagar,1,.026679892,1,-.016568044,1,-.037272554
Ramnagar Gaunpalika,.13325031,.97509342,.99501866,.92652553,.36861768,45.184307,.6007031924957431,.3058978118351661,.39929682,.69410217,2021,,1,.12114095,1,.15561347,1,.17631797
Balara Municipality,.0071981158,.27767563,.99841774,.96164292,.34583798,47.360603,,,.87495458,.39698994,2011,Balara,1,.023540348,1,-.0012237286,1,-.021605523
Balara Municipality,.16316794,.95992368,.97805345,.89694655,.3826336,47.517174,.576237021516306,.3091418118565343,.42376298,.69085819,2021,,1,.14002573,1,.17158978,1,.19197159
Godaita Municipality,.0060597113,.21842115,.98499376,.94337738,.31291389,46.612293,,,.85852253,.44445425,2011,Godaita,1,.037023559,1,.021867109,1,.0015522715
Godaita Municipality,.19195612,.97074956,.99085921,.84734917,.39213893,47.83181,.511359591031578,.2761514391750097,.4886404,.72384858,2021,,1,.13827661,1,.17614873,1,.19646356
Bishnu Gaunpalika,.0056809708,.019559249,.9953196,.96159256,.32600418,45.757542,,,.83773357,.43923405,2011,Bishnu,1,.023661394,1,.036728982,1,.018919474
Bishnu Gaunpalika,.22446406,.93820935,.99621689,.91929382,.39722574,45.788147,.5735684328303705,.2827990476507694,.42643157,.71720093,2021,,1,.1273748,1,.19341604,1,.21122555
Kaudena Gaunpalika,.0090632914,.41590244,.99733335,.92194521,.29829174,45.75404,,,.8433091,.4592039,2011,Kaudena,1,.01750255,1,-.0064062029,1,-.017989842
Kaudena Gaunpalika,.16605166,.96678966,.97662979,.87453872,.35793358,44.574417,.51063821492221,.2720746790291741,.48936179,.7279253,2021,,1,.17279346,1,.18152115,1,.19310479
Malangawa Municipality,.017077964,.59911942,.99840766,.87333024,.35434359,46.00906,,,.80471128,.55235326,2011,Malangawa,1,.0098580793,1,.10307798,1,.101216
Malangawa Municipality,.52972031,.99650347,.92744756,.81118882,.59440559,44.637238,.4963537277945989,.2542974337702617,.50364625,.74570256,2021,,1,.27585414,1,.44372028,1,.44558227
Chandrapur Municipality,.078184336,.88979113,.97125918,.86322647,.46551862,45.746937,,,.87890524,.39511454,2011,Chandrapur,1,.085147217,1,.16315845,1,.16038921
Chandrapur Municipality,.44546649,.99211562,.9592641,.80946124,.59658343,47.176743,.1860962697865034,.4093405976891518,.81390375,.59065938,2021,,1,.30433458,1,.36049238,1,.36326161
Gujara Municipality,.0046029501,.46315691,.99016958,.94785798,.31576571,45.198521,,,.74423802,.58922255,2011,Gujara,1,.0059647183,1,-.03821506,1,-.021256223
Gujara Municipality,.15515696,.9838565,.96681613,.80269057,.46098655,45.372196,.2255276182531816,.3406827975995839,.77447236,.6593172,2021,,1,.27411777,1,.19797496,1,.18101613
Phatuwa Bijayapur Municipality,.021190435,.22900452,.99563944,.96757239,.28106436,44.931004,,,.82796556,.48603299,2011,Phatuwa Bijayapur,1,.019161798,1,.041828614,1,.030724833
Phatuwa Bijayapur Municipality,.25338894,.97810221,.98957247,.87799793,.40354535,45.938477,.3694011559908326,.2701988695043838,.63059884,.72980112,2021,,1,.19292273,1,.23275076,1,.24385454
Katahariya Municipality,.0022479955,.27941892,.98244363,.97882313,.28394565,45.367752,,,.87445796,.39662477,2011,Katahariya,1,.049133815,1,.026250226,1,-.00086460786
Katahariya Municipality,.23265307,.98775512,.98877549,.92142856,.41938776,44.818367,.4522502796722279,.2183194977988023,.5477497,.78168052,2021,,1,.18039095,1,.20865084,1,.23576567
Brindaban Municipality,0,.5505296,.99187511,.97203636,.20143993,46.644203,,,.78296238,.48064253,2011,Brindaban,1,-.0082862983,1,.031038914,1,.017963076
Brindaban Municipality,.30550098,.98035365,.98821217,.88015717,.41355598,44.247543,.3909784859395842,.1861175807425752,.60902148,.81388241,2021,,1,.19956762,1,.27446207,1,.2875379
Gadhimai Municipality,.0045463135,.58273917,.98829222,.97771645,.26035658,46.334503,,,.7996158,.46840379,2011,Gadhimai,1,.011278844,1,.050818775,1,.030349284
Gadhimai Municipality,.2701613,.99596775,.99495965,.91733873,.37600806,45.935482,.4541835596311561,.1888614740310004,.54581642,.81113851,2021,,1,.15895982,1,.22388884,1,.24435833
Madhav Narayan Municipality,.0062705153,.49799475,.9933939,.93583083,.29898641,46.054325,,,.82618397,.50114256,2011,Madhav Narayan,1,.017082861,1,.000080639402,1,-.0045515215
Madhav Narayan Municipality,.2171123,.98609626,.96684492,.92834222,.44278076,45.991444,.6348007536568616,.3455902607529424,.36519924,.65440977,2021,,1,.15687305,1,.22330219,1,.22793435
Garuda Municipality,.025722258,.56845695,.99510968,.95201588,.30033052,45.654888,,,.7234568,.53065395,2011,Garuda,1,-.011332181,1,.11546783,1,.11247953
Garuda Municipality,.41290894,.99204242,.97612733,.89566755,.41379312,45.160919,.5287166221145299,.2718296621460468,.47128338,.72817034,2021,,1,.17332716,1,.32316336,1,.32615167
Dewahi Gonahi Municipality,.012641997,.30131295,.99556124,.96591824,.2819469,46.432919,,,.78674245,.52328533,2011,Dewahhi Gonahi,1,-.00056986226,1,.066326834,1,.053236973
Dewahi Gonahi Municipality,.27408257,.98165137,.99885321,.875,.33486238,45.89679,.4728265726777181,.1922164350107778,.5271734,.80778354,2021,,1,.14164796,1,.22039773,1,.23348759
Maulapur Municipality,.015345794,.28866795,.99566352,.98760438,.26772925,46.858383,,,.86488807,.42324644,2011,Maulapur,1,.017606914,1,.028884564,1,.028691426
Maulapur Municipality,.25,.98863637,.99116164,.94444442,.41792929,44.972221,.7121328741268371,.4563320656307042,.28786713,.54366791,2021,,1,.10362249,1,.23646124,1,.23665437
Boudhimai Municipality,.0059569064,.34122804,.98693275,.9436788,.24585587,47.130978,,,.83798856,.48063064,2011,Baudhimai,1,.016605057,1,.091224231,1,.085819669
Boudhimai Municipality,.35191637,.99303138,.99535424,.93263644,.38211381,46.271778,.6131592999262807,.3453223720280221,.3868407,.65467763,2021,,1,.11313795,1,.26664904,1,.2720536
Paroha Municipality,.0012254902,.39316607,.99578059,.9517535,.24759738,48.151215,,,.75011158,.54947942,2011,Paroha,1,-.025751622,1,.0063969744,1,-.0099892039
Paroha Municipality,.20192307,.9476496,.99465811,.84081197,.34508547,45.947651,.4161166185840557,.0821052595274523,.5838834,.91789472,2021,,1,.16359141,1,.19675159,1,.21313776
Rajpur Municipality,.00061728398,.28982744,.98307085,.89930534,.18818843,47.982853,,,.55529749,.59847879,2011,Rajpur,1,-.071198285,1,-.0089484481,1,.0017421625
Rajpur Municipality,.16386969,.97729516,.99605131,.78282332,.30700889,45.487659,.5691444573858462,.2579507529735565,.43085554,.74204922,2021,,1,.11433104,1,.17343542,1,.16274482
Yamunamai Gaunpalika,.001572327,.61497837,.9961341,.95606929,.23319602,47.234615,,,.77137762,.57849717,2011,Yemunamai,1,-.017007433,1,-.015744444,1,-.027782151
Yamunamai Gaunpalika,.17181209,.9771812,.98255032,.78255033,.30469799,44.707382,.4047324097199372,.0848446978343418,.59526759,.91515529,2021,,1,.18357937,1,.18912886,1,.20116657
Durga Bhagawati Gaunpalika,.036754489,.46633974,.99443996,.96765208,.42116871,47.067616,,,.84769392,.43006513,2011,Durga Bhagwati,1,.033453222,1,.062272921,1,.042108968
Durga Bhagawati Gaunpalika,.26850507,.9666183,.97968072,.67489117,.42525399,46.496372,.531507583280451,.253919230948668,.46849242,.74608076,2021,,1,.15517631,1,.24298663,1,.26315057
Rajdevi Municipality,.013062483,.40126684,.99284011,.96069032,.41590884,45.465652,,,.85389185,.44163212,2011,Rajdevi,1,.045419384,1,.030675983,1,.0046477737
Rajdevi Municipality,.23068051,.95617068,.96885812,.82929641,.46482122,47.522491,.5567673265837705,.2509415425447514,.44323269,.74905849,2021,,1,.16753183,1,.21306701,1,.23909523
Gaur Municipality,.20496894,.75776398,.95385981,.95669919,.52315885,45.688198,,,.92967832,.24760832,2011,Gaur,1,.13480435,1,.28880501,1,.24445674
Gaur Municipality,.59348738,.99054623,.91071427,.85504204,.58718485,45.877102,.4834301266162129,.2406854048604146,.51656985,.7593146,2021,,1,.29652476,1,.5096513,1,.5539996
Ishanath Municipality,.0028740827,.34778574,.99473619,.92561555,.33667994,48.650879,,,.81540561,.45378405,2011,Ishanath,1,.0025478331,1,-.006950553,1,-.032012518
Ishanath Municipality,.15852442,.96410769,.99102694,.81355929,.38783649,46.002991,.4188118748161287,.1040739613235928,.58118814,.89592606,2021,,1,.17261331,1,.16834906,1,.19341102
Nijagadh Municipality,.080700427,.73143888,.96765798,.80191678,.43656802,45.995201,,,.69400132,.5862546,2011,Nijgadh,1,.031178551,1,.22422063,1,.21161279
Nijagadh Municipality,.53771758,.99419731,.97678918,.75145066,.58800775,48.880077,.3644625991721568,.1681842482066713,.63553739,.83181578,2021,,1,.21718802,1,.39419737,1,.40680522
Kolhabi Municipality,.024893317,.76090181,.98434681,.8927359,.51825726,44.57457,,,.56676137,.62161064,2011,Kolhabi,1,-.0065424223,1,.059728939,1,.073370866
Kolhabi Municipality,.21513605,.9872449,.98384356,.83078229,.51870745,46.960884,.321697771740574,.2959190909459721,.67830223,.70408088,2021,,1,.22288458,1,.18030043,1,.16665851
Jitpur Simara Sub-Metropolitan City,.09326382,.79450655,.93427575,.88736457,.4507415,44.644344,,,.83206767,.46414125,2011,Jitpur Simara,1,.1289703,1,.22195219,1,.23338974
Jitpur Simara Sub-Metropolitan City,.57952756,.99107611,.91443568,.79055119,.61312336,45.749607,.1687593258720881,.4452934139408171,.83124065,.55470657,2021,,1,.38201246,1,.45083919,1,.43940166
Parawanipur Gaunpalika,.042415697,.8070792,.96354669,.96364129,.48755264,45.247826,,,.79750395,.53068906,2011,Parwanipur,1,.081843406,1,.26832694,1,.26049277
Parawanipur Gaunpalika,.59050447,.99406528,.99406528,.9510386,.5281899,45.937687,.3967052518949004,.2420881794532761,.60329473,.7579118,2021,,1,.19788305,1,.36459321,1,.3724274
Prasauni Gaunpalika,.031146551,.65600264,.99035883,.96624547,.45660886,47.54414,,,.88605869,.37497696,2011,Prasauni,1,.052086972,1,.17107394,1,.14564121
Prasauni Gaunpalika,.48958334,.98809522,.98660713,.94940478,.5714286,47.882439,.3993550928644254,.2586686471477151,.60064489,.74133134,2021,,1,.20265758,1,.34965596,1,.37508869
Bishrampur Gaunpalika,.015728077,.64298195,1,.95457602,.45950365,46.010101,,,.91327608,.30673274,2011,Bishrampur,1,.054692619,1,.12526812,1,.091351554
Bishrampur Gaunpalika,.37387386,.98648649,.9954955,.8978979,.47597599,46.590092,.4865070311030877,.2788045771885663,.51349294,.7211954,2021,,1,.15840524,1,.26433381,1,.29825038
Pheta Gaunpalika,.0060975607,.72069538,.99504948,.9725107,.3826178,47.173447,,,.86600083,.40634581,2011,Pheta,1,.032093573,1,.089283608,1,.062018722
Pheta Gaunpalika,.35868007,.99426115,.99139166,.92539454,.50932568,47.799141,.3451607754400356,.2023004283310001,.65483922,.79769957,2021,,1,.20251706,1,.27549404,1,.3027589
Kalaiya Sub-Metropolitian City,.011717809,.66487485,.99300683,.9489457,.38140219,46.974323,,,.84073108,.46043172,2011,Kalaiya,1,.028119672,1,.082665101,1,.068839632
Kalaiya Sub-Metropolitian City,.41069397,.98521048,.94880545,.91638225,.53924912,47.07338,.3690365566302489,.2483502335962839,.63096344,.75164974,2021,,1,.26365927,1,.33974668,1,.35357216
Karaiyamai Gaunpalika,.013479759,.59703815,.98626232,.95908719,.37600109,46.677654,,,.79478234,.49238661,2011,Karaiyamai,1,.025933379,1,-.012423837,1,-.022029307
